language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Daftarin wanda shugabar majalisar wakilan kasar Nancy Pelosi ta gabatar, na kunshe ne da zarge-zarge na aikata manya da kananan laifukan da ake tuhumar shugaban kasar, ciki har da tunzura al'umma su yi bore",governance_civic,Political allegations,hate_or_insult,ethnicity,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Domin sababbin wayoyi sun dinga bayyana kenan, ba za su kare ba",media_and_online,new phones,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Hatta bukukuwan da muke halarta, ko yaushe nakan samu kaina a matsayin babbar yaya",livelihoods_and_work,personal achievement,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ya ce wannan matsala ta shafi rayuwarsa sosai har sai da ya koyi hanyoyin taƙaita bayyanar i'inar idan yana magana a bainar jama'a,health,personal problems and solutions,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,""" A kalla kwakwalwar ba ta tacewa kamar yadda ya kamata",culture_and_religion,idioms and metaphors,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,[USER]: [USER] Harkokin Mata ta Najeriya Pauline Tallen ta warke daga cutar korona bayan ta killace kanta sakamakon kamuwa da cutar,health,Pauline Tallen's recovery from COVID-19,public_interest,,safe,true,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Larduna kuma suna ƙarƙashin kulawar rasdan (Resident),governance_civic,resident supervision,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Shi da Marigayi Nmadi Azikwe (Onlinenigeria, 2012)",media_and_online,Proper names,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Dariya sosai ta basa, sai dai ya dake bai yi ba ya Karasa gabanta yana kallonta, ko dar bata nuna ba duk da a tsorace take ganin yanda fuskarsa ke a daure, wani murmushi yyi yace ""Mind you gidan Capt Ahmad ne nn ba so called royal home din ku ba"" tabe baki tayi ta juya masa baya tace ""I don't care where I am, I Still remain who I am",culture_and_religion,interpersonal interaction,stereotypes,status,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Hajjo tace ""yo ni daxu tare muka shigo gidan nan da ita, ita ce ma ta shigo min da kayana daga adai daita kuma tace min Ita 'yar wan Bilki ce, me ta maki?"" Kuka sosai Humainah ta fara ta durkushe gun tace ""Ita ce silar komai, ita ke xuwa gidana kullum",culture_and_religion,family relationship,public_interest,,safe,false,
