language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
fb7f8325-59b1-4ad4-b44f-4d705fdb42ac,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cm2yervn196o,2026-01-25T09:07:36.299Z,"Sai dai masani Vingerhoets ya ce kuka kaɗai baya sa mu ji daɗi a kodayaushe, musamman idan muna da cutar damuwa ko kuma wasu matsaloli.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Nan ne muka kawo karshen labarai da rahotannin na wannan rana,media_and_online,news and reports,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Cikin maki 18 da ya kamata Chelsea ta hada da ƙyar da gumin goshi ta samu hudu, kuma a lokacin Sheffield United ta yi rashin nasara wasa shida sai West Brom da biyar sai Chelsea da ta sha kashi a wasa hudu",livelihoods_and_work,Football match results,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Allah dada kare mu,culture_and_religion,Prayer for protection,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04,"Alamar Daukewar Jinin Al'ada: idan jinin al'ada ya dauke akwai alama da shara'a ta sanya domin ya zama shine manuniya akan cewar al'adarki ta dauke, wadannan alamu sun kasu gida biyu kuma kowacce tana cin gashin kantane, sune kamar haka:",health,menstruation and signs,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Shigarsa Siyasa Haka nan idan aka juya fannin siyasa, Alhaji Atiku Abubakar gawurtaccen ɗan siyasa ne",governance_civic,Hausa politics,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Nan take hukuma ta tara hotuna masu dimbin yawa ta wannan hanya,media_and_online,Photography,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Sai ka gama kashe kudi wajen masu gyara a karshe ace maka ai ga abin da ke damunta,livelihoods_and_work,financial transaction,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Da yawa cikin mutane a wasu ƙasashe sun rasa rayuwarsu, wasu sun rasa dukiyarsu, wasu sun rasa mutumci da darajarsu, wasu kujeru da mulkinsu, duk ta sanadiyyar latse-latse marasa kan-gado a shafin Facebook",culture_and_religion,"loss of life, property, and status",stereotypes,,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"A shekarar 1972 aka sake tura shi zuwa Filin Tashi da Saukar Jiragen sama na Ikeja ta Legas, daga baya kuma aka mayar da shi tashar jiragen ruwa ta Apapa a Legas",livelihoods_and_work,transportation history,public_interest,,safe,FALSE,
af7ca28b-2b1d-495b-bac7-07737cc9bbc6,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.901Z,Sai kum agobe idan Allah ya kai mu.,media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
8146d311-f11d-471c-b084-15034b90340c,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cm2yervn196o,2026-01-25T09:07:36.287Z,"""Hawaye yana ɗauke da abubuwa guda biyar a cikinsa - sinadarai, ruwa da kuma sindarin protein,"" kamar yadda Dakta Marie Bannier-Helaouet, wata malama a cibiyar nazarin rayuwar ɗan'adam a Switzerland.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/TMInuwa/status/2016089356058919052,2026-01-27,[USER] [USER] [USER] [USER] [USER] Ta Ina ke da halin arziki sai na tsiyataku ai,livelihoods_and_work,Wealth and lifestyle,public_interest,,safe,true
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Gaba daya a harbor ranan junaid was just absentminded, ga ciwon kansa sai karuwa yake duk ya kagu karfe hudu yayi ya gansa a gida",health,Junaid's absent-mindedness,specialized_advice,,safe,false,
Hausa,latin,Nigeria,Bauchi,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Sahun farko na sauran yarurruka mazauna wannan gari na Wukari akwai Gobirawa, waɗanda kasuwanci ya kai su garin kuma suke zaune kusa da fadar sarki, wanda har ta gai ga shugabansu mai suna Maiwuya ya auri ‘yar sarkin Wukari na wancan lokacin abin da ya bashi damar da aka yi masa sarkin kasuwar wukari, wanda ke da alhakin tattara haraji",livelihoods_and_work,Gobirawa traders in Wukari,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Wannan kuma ya kasu kashi biyu,livelihoods_and_work,measurement,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Daga nan ne ya ce a nemo ma sa wasu ƙuri'u 11,780 - wadanda za su ba shi jumillar kuri'u 2,473,634 a jihar, wato ya doke Mista Biden - wanda ya sami kuri'u 2,473,633 da kuri'a daya ke nan",governance_civic,Election results,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Tattaunawa da Alhaji Tank Yakasai a Gidansa da ke Lamba 45 Sagir Kumashi Street, Kawaji, Kano",culture_and_religion,Meeting with Alhaji Tank Yakasai,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Mu'amala da Manhajar Tunatarwa/Farkarwa,culture_and_religion,Manhajar Tunatarwa/Farkarwa,public_interest,,safe,false,
