language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Abu na karshe shi ne, in da hali, kafin mutum ya kwanta ya kamata ya tabbatar akwai kudi a katin wayarsa, domin hakan zai iya taimaka masa wajen sadar da kira cikin dare idan bukatar hakan ta taso",household_and_care,Preparations before sleeping,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Gudun abin da ka iya faruwa na turjiya daga sauran garuruwan Hausawa saboda kusancin su da rundunar, da kuma ƙaruwar danƙon zumuncin da ke gudana a tsakanin garin na Zindar da kuma jarma (Djerma), ta saka Turawan ɗauke wannan runduna daga garin na Zindar ta mayar da shi Yamai (Niamey), babban birnin ƙasar",culture_and_religion,Hausa migration and cultural exchange,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"A dai ci gaba da hakuri da ni, na dauki bashi da yawa",culture_and_religion,request for patience,public_interest,,safe,false,
Hausa,latin,Nigeria,Bauchi,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"sha daya suka sauka bauchi, El-ameen ya tare masu taxi duk suka shiga baya ya fadi ma me taxin inda xai kai su, Sai a sannan ya juya yana kallon junaid yace ""ka cika umarnin da sarki ya baka kuwa?"" Junaid ya kallesa yana jiran jin umarnin me, ganin El-ameen bai kuma cewa komai ba har bayan kusan minti biyar yace ""Wani umarnin?"" El-ameen yace ""Ashe kana da baki"" dauke kai Junaid yyi, El-ameen yace ""Na mayar da Humainah da yace kayi!"" Shiru Junaid yayi masa na kusan minti sha biyar kafin ya juya ya kallesa yace ""Ehh"" ko kallonsa El-ameen bai yi ba idonsa na kan titi, murmushi Junaid yayi ya shafa kai, sha biyu saura suka isa masarautan, El-ameen ya fito daga taxin haka ma Junaid dake bin ko ina da kallo, Kudi El-ameen ya ciro ya ba mai taxin sannan ya nufi Entrance din masarautan junaid ya bi bayansa, gaba dayansu dakakkiyar Shadda ce jikinsu, shi El-ameen ruwan hoda, shi kuma junaid fari, yana biye da shi ne yana danna waya, tafiya sosai suka yi kafin su iso main Entrance din da xai kai su har palace din, fixgosa Junaid yayi ganin tafiyarsa kawai yake yace ""Meye xaka wani dinga wucewa kana kyaleni a baya, ko na ce ma nasan hanya ne"" kallon mamaki El-ameen yayi masa kafin ya duka yace ""To hau!"" Junaid bai san lokacin da ya fara dariya ba yace ""Ka ji dan iska, kai har xaka iya goya ni?"" Murmushi El-ameen yayi ya mike don ko ba komai ya sa shi dariya baxae shiga yana murtuke ma mutane fuska ba, a tare suka jera suna tafiya, Junaid yace ""Wani disc ne na gani daxu a hannun ka a plane"" El-ameen yace ""Na ban mamaki ne"" Abdul dake tsaye da abokansa biyu gun mota da alamar xa su fita ne ya hangosu ya karaso da sauri yace ""Ohh baki gare mu haka",livelihoods_and_work,Taxi ride in Bauchi,public_interest,,safe,false,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,mynewswatchtimesng,media_and_online,news website,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Ta ce duk da suna bukatar masallaci a birnin Aksum amma babu yadda za su yi, tun da suna son zaman lafiya dole su hakura",culture_and_religion,need for mosque in Aksum,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ministan harakokin wajen Saudiyya Minister Faisal bin Farhan ne ya bayyana manema labarai a Riyadh cewa nan ba dadewa ba Saudiyya za ta buɗe ofishinta a Qatar,governance_civic,Saudi Arabian foreign minister,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Kuma ko da rediyon na aiki da batir ne, idan na taba karfin lantarkin na iya ja na",livelihoods_and_work,radio and battery,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Nan take ya kama kamfe, jama'a suka ta zagaye shi: ""Sai kayi…sai ka yi…sai ka yi,"" kamar dai yadda ake wa 'yan siyasarmu a yau",governance_civic,Political commentary,stereotypes,,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Sannan ana ganin mabiya addinin Musulunci da ke sauran biranen kasar Habasha suna taimakawa gangamin da ake yi a yanzu na gina masallaci a Aksum,culture_and_religion,Hausa Muslims in Ethiopia,public_interest,,safe,false,
