language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Hukumar da ta kirkiro wannan tsari na kayan fasahar sadarwa kuma ita ce Infra-red Development Association (IrDA),media_and_online,Communication technology,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"!"" Wani kara jakadiyar tayi a gigice ta saki kayan hannunta ta juya da gudu ta bar gun tana salati, still Zahrah tayi ta bi ta da kallon mamaki, kan kace me sai ga ma'aikatan fadan sun bubbullo jin ihun jakadiya, sai dai duk wanda yayi tozali da ita sai ya bar gun a guje, duk ko ina ya hargitse, ita dai tana tsaye kamar warce aka dasa a gun cike da mamaki, a hankali ta shiga bin jikinta da kallo ko wani abu ne jikin nata, bata gama recover ba sai da yayanta ya shigo parlon taga yana mata wani kallo, da sauri ta nufesa ta ga ya juya ya bar gun, sosai jikinta yayi sanyi ta ji kafafuwanta sun kasa daukarta, Umma ce ta fito da stepmum dinta, sai dai ga mugun mamakinta sai gani tayi ita duk sun yi still a position dinsu suna kallonta ko kiftawa babu, Ummi ce ta shigo ita ma suna ido hudu ta fasa wani kara a rikice ta juya da gudu ta bar gun, juyawa Zahrah tayi da sauri hawaye cike idonta ta fita da gudu, a hankali Umma ta sulale gun ta fadi kasa a sume, rikicewa jakadiyar ta da sauran ma'aikatan dake gun suka yi suka yo kanta, Zahrah na fita dama inda ta hango El-ameen ta nufa tana isa gunsa ta xube gun ta fashe da kuka sosai tace ""Why is everybody running away from me, mene a jikina da suke gudu plss tell me"" shiru yayi yana kallonta, sai ya ji tausayinta, a hankali yace ""Bbu abinda ke jikin ki, they are just surprise ne",culture_and_religion,Action and reaction,public_interest,,safe,false,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,org/2015/04/ohaneze-ndigbo-elders-meet-with-buhari,governance_civic,Ohaneze Ndigbo meeting with Buhari,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"A ka’ida, dukkan wayar salula ko kayan fasahar sadarwar da take iya saduwa da wata ta wayar iska, na dauke ne da suna da ke cikin rukunin lambobi, wanda ta kebanta dasu; kamar yadda kwamfuta ke dauke da lambobin IP, wato Internet Protocol Address",media_and_online,Technical terminology,specialized_advice,,safe,false,
ebddea67-2acc-4b54-aaa5-2d8327eef482,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.965Z,Wata majiya ta shaida wa BBC cewa an samu ci gaba a tattaunawar amma har yanzu ba a warware muhimmin batu da ya shafi mallakar yankuna ba.,media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04,"Amma duk da haka, bayani kan hakikanin bacci da yadda yake samuwa dai, ba a kai gare su ba",health,sleep and sleeping,specialized_advice,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"A matsayinta na mai sanya hijabi, Halima ta kasance mai tsananin zaɓi game da tufafinta",culture_and_religion,Clothing and appearance,stereotypes,gender,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"softschools (2017), kuma suka ce ya ayyana wannan ƙasa a matsayin wani yanki mallakin sarki Henry VII da zaton cewa, wannan guri Asiya ce",culture_and_religion,historical information,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Bari mu leƙa Umaru (2008), mu ɗan tsakuro: Kira zuwa ga addinin Musulunci da tsayar da ibada, da kuma musuluntar da waɗanda ba musulmi ba",culture_and_religion,Invitation to Islam,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Danmaraya Jos ya Rasu,culture_and_religion,Death of Danmaraya Jos,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Akwai sakonni da ake turowa ace idan ka samu ka tura wa wani, in baka yi haka ba za ka rasa abu kaza ko abu kaza zai same ka, duk wannan rudu ne, kuma masu yada su su ji tsoron Allah",livelihoods_and_work,advice on money/opportunities,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Da sauran ɗimbin kwasa-kwasai da horo da ya samu,livelihoods_and_work,Accomplishments and training,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Daga haka ya sake sa ya isa gaban Abba yace ""Ina neman alfarmar ku yafe ma Ahmad duk abinda ya maku a kan Zahrah",culture_and_religion,Request for forgiveness,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Sarkin ne mai daraja ta biyu,culture_and_religion,respect and status,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Kano,web_public,www.bbc.com/hausa,2026-02-19,Hajiya Fauziyya ta ce kafin sannan sai da ta fara tuntubar ƴan Kannywood a wani zaurensu na Whatsapp don jin ko sun yi wata hoɓɓasa ta taimaka wa Nagoma tun da ya shiga wannan matsala shekaru da dama da suka gabata,media_and_online,Nagoma issue in Kannywood,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Shi ne sojan da ya hau kujerar shugabancin Najeriya ta hanyar juyin mulkin da ba a zubar da jini ba; mutum ne da ya baiwa Najeriya da ‘yan Najeriya gudunmawa tun daga shekarar 1964 har zuwa 1993 a matsayin Soja, sannan kuma ya ke ci gaba da bada gudunmawa ta fannoni da dama na rayuwa",governance_civic,Military leadership in Nigeria,public_interest,,safe,FALSE,
