language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/YusuferIbraheem/status/2016656220065530092,2026-01-28,"[USER] Don't worry, Allah yana aiki da zukatanmu ne. Zabin Allah shine daidai ba namuba. Allah yasa haka shine mafi Zama Alheri.",culture_and_religion,Religion and divine guidance,public_interest,,safe,true
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Dakarun sun je garin ne domin tattara bayanai, a cewar fadar shugaban ƙasar Faransa",governance_civic,security forces investigation,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"7), da Afirka ta kudu (miliyan 6",livelihoods_and_work,geographical location,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Mumy ta kwalo ma Humainah kira ta fito, strictly tace ""ina raba ki da mutanen nan baki ji ko Humainah, ina ruwan ki da su wai da har xaki dinga shiga tsabgarsu, kinsan Allah baxa mu shirya ba idan magana za ki dinga dauko min, so kike su sa ki gaba kema koh?",household_and_care,Scolding and reprimanding,hate_or_insult,gender,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Dan kusan an tafi akan cewa babu wani fanni na rayuwa da wannan haziƙin marubuci bai yi rubutu a ciki ba,education,writing and literature,public_interest,,safe,FALSE,
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Addeenny/status/2016082747803000938,2026-01-27,Taya kake tunanin Za'a zauna Lafiya Ana samun saurayi ya'yi wa Yan Mata Goma Alkawarin Aure?,culture_and_religion,Marriage proposal,public_interest,,safe,true
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Asalin hoton, Getty ImagesBayanan hoto, Sir Abubakhar Balewa Firaministan Najeriya a cikin mota",governance_civic,Hausa political figure,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Jama'a, ina mana barka da shigowa wata sabuwar duniya a cikin wannan duniya tamu, wadda har yanzu bamu gama sanin haƙiƙaninta ba",culture_and_religion,new world experience,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Abin da kawai ya bambanta na daurin da kuma na wannan zamanin shi ne cewa, a yau za ka taras kowa a gidan gashin kansa yake ci",culture_and_religion,cultural differences,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Gaskiya ina jinjina maka da irin wannan kokari da kake yi, wajen taimaka wa al'ummar Musulmi",culture_and_religion,Effort to help Muslim community,public_interest,,safe,false,
