language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Dandalin Abota, ko Dandalin Badakala?",culture_and_religion,Location or place,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Da wuya Manchester City ta amince da wata yarjejeniya wadda za ta sa ɗan wasan tsakiya na Amurka mai hazaka mai shekaru 16 Cavan Sullivan ya koma ƙungiyar MLS ta Philadelphia Union a kakar wasa mai zuwa. (The I),livelihoods_and_work,sports transfer news,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Boko Haram: 'Kuskuren da manyan kafofin watsa labaran duniya suka yi kan sace-sacen ɗalibai a Najeriya'Sa'o'i 7 da suka wuceBayanan hoto, An kai hari a makarantar Sakandaren Kankara inda aka sace ɗaruruwan ɗalibai a watan DisambaA jerin wasikunmu da marubutan Afirka suke rubutawa, a wannan makon marubuciya 'yar Najeriya Adaobi Tricia Nwaubani ta soki kafofin watsa labaran duniya kan salon da suka bi wajen bayar da rahotanni game da sace ɗalibai a Najeriya - daga sace 'yan matan makarantar Chibok a 2014 zuwa sace yara maza 'yan makarantar Kankara a watan jiya",governance_civic,Boko Haram kidnapping students,public_interest,ethnicity,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Daga nan sai ka gangara, ka zaɓi “Symbol”, a ɓangaren dama kuma za ka ga “Add”, sai ka matsa",media_and_online,using computer application,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Sokoto,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Salsalarsa Atiku Abubakar bafullace ne, wanda ya samo asali daga garin Wurno ta Jahar Sokoto",culture_and_religion,Atiku Abubakar's background,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Bayan Azahar su fatima suka bar gidan duk da ba haka Humainah ta so ba, sun dai samu ya basu kudin mota, sama ta haura bayan tafiyarsu ta shiga dakinta, bude kofar aka yi ta juya da sauri ta ga Jasmine, karasowa cikin dakin tayi hawaye cike idonta tana kallon Humainah a hankali tace ""Anty cikina na min ciwo"" ido Humainah ta xuba mata can tace ""Kin ci abincin da na baki?"" Girgixa kai tayi tace ""Amai xan yi idan na ci"" Humainah tace ""A'a ki je ki ci dai",household_and_care,Family conflict,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Sai dai a cewar wani rahoto na sashen bincike na sojin ƙasar, ''ɗaya daga cikin hukumomin tsaro'' ta rubutoi wasiƙar.",governance_civic,military report,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,A yanzu haka yana ɗaya daga cikin dattawan ƙabilar Igbo,culture_and_religion,Igbo tribe leader,public_interest,tribe,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Sai a dage da karatu, kada a yi wasa",education,education and learning,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Wannan kalma kuwa ma’anarta ita ce, taimake-ni-in-taimake-ka ko kuma kai tsaye a ce taimakon juna",culture_and_religion,Mutual assistance,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Ya aikin?"" El-Ameen yace ""Alhmdllh Abba, ya hanya?"" Abba yace ""Alhmdllh mun gode Allah, jiya mun yi waya da Alhaji Mahmoud yace xae tafi Germany gobe"" El- Ameen yace ""Ehh gobe xae tafi"" Abba yace ""Maa sha Allah, Allah ya tsare"" Junaid ya kalli Abbansa yace ""Barka da dawowa Abba"" Abba yace ""Yauwa Ahmad, how yhu?"" Junaid ya shafa kansa yace ""Alhmdllh Abba, ya hanya?"" Hajiya ta d'an tabe baki ta mike, Umma ma ta mike ta fice daga palon",livelihoods_and_work,Travel to Germany,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Kaɗan daga cikin su sun haɗa da: 1992: Jami’ar California da ke Berkely ta ƙasar Amurka,education,Hausa academic institution,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Dan wasan tsakiya na Argentina Alexis Mac Allister, mai shekaru 27, ba ya shirin tattaunawa da Liverpool kan sabuwar yarjejeniya a wannan bazarar (Mundo Deportivo)",livelihoods_and_work,Hausa footballer Argentina,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.931Z,"Sabuwar dabarar tsaron ta yi kira ga ƙawayen Amurka da su tashi tsaye, ta na mai cewa abokan hulɗa sun kasance masu sakaci wurin barin Washington ta ci gaba da tallafawa ɓangaren tsaron ƙasashensu.",media_and_online,news_reporting,public_interest,,safe,true,,b6a1b299-dec9-45ef-a2f7-ac0df1e68060,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Sai dai wasu na ganin tana yin hakan ne saboda rashin ɗaukar matsayi da mafi yawan ƙasashen suka yi a yaƙin da take yi da Rasha.,governance_civic,Hausa opinion on Russia war,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Unguwa Haɗuwar ɗaiɗaikun gidaje waɗanda ka iya zama gandu ko kuma ƙaramin gida, da yawa a waje guda shi ke samar da unguwa",household_and_care,Residential area,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidandabino.blogspot.com/,2026-03-04,Ta hanyar rubutu nake sadar da sako ga dubban mutane ba tare da na yi tattaki zuwa inda suke ba,media_and_online,sharing information,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kaduna,web_public,www.bbc.com/hausa,2026-02-19,"KEBZEE, LIL PRINCE, GEEBOY, JIGSWAG, MARSHALL, FREEIZIEY, da ZAYN AFRICAAsalin hoton, DJ AB'Da So Samu Ne' waƙa ce ta haɗakar wasu fitattun mawaƙan Hip-hop na Hausa mazauna Kaduna, waɗanda sun yi suna matuƙa wajen yin irin wannan haɗakar, kuma a duk lokacin da su ka yi irin wannan taron dangin sai waƙar su ta karaɗe ko'ina",media_and_online,Hip-hop music collaboration,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Idan kana son zuwa babbar matattarar 'yan ta'addar yanar sadarwar duniya a yanzu, to ka je Facebook",media_and_online,Social media,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Junaid kam wankansa yayi ya dauro alwala ya fito ya shirya cikin kananun kaya yayi la'asar a dakin sannan ya fito yayi part din Mumy, suna xaune da Humainah tana mata tsifa, Ya xauna yana kallon Mumy yace ""Ina yini Mumy"" bbu yabo bbu fallasa tace ""Lfya lau"" shiru yayi, Mumy ta hade rai tace ""Ka kyauta Ahmad ita 'yar uwar taka ka walakanta gaban idon makiyan ka koh?"" Humainah ta bata rai, sai kuma ta fashe da kuka, Mumy tace ""Ji walakanci, meye haka ke kuma"" mikewa tayi fuu ta koma dining tana rera kuka, Mumy tayi tsaki ta galla masa harara ta shige daki",household_and_care,Family and daily life,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://kimiyyah.blogspot.com/,2026-03-04,"05%, iya gwargwadon abin da zai iya sa mutum ya shiga halin maye idan ya sha barasa cikin moda biyu",health,Alcohol consumption,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Mizani mizani ce,culture_and_religion,balance,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Kai, lamarin ma ya hada da nakasassu ta ɓangaren gani da ji; duk ba a barsu a baya ba",culture_and_religion,seeing and hearing,public_interest,,safe,false,,,
