language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,ng/who-is-general-muhammadu-buhari/ T,governance_civic,General Muhammadu Buhari,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Umar da Khairat sun zuba kalaman soyayya masu daɗi ta yadda dole idan ka saurari waƙar sai ka sake sauraren ta,culture_and_religion,Love poetry,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Wa alaikumus salam, Malam Sadik barka da warhaka",culture_and_religion,Greeting and blessing,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04,"Mataki na karshe, wanda shi ne mataki na hudu, shi ne bacci mai nauyi; ma'ana hakikanin zangonsa kenan",health,Sleep,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Usman, Ekeh And The Urhobo ""Nation""",culture_and_religion,"Usman, Ekeh and the Urhobo",public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"A nan, waɗanda basu yarda da karɓo bashin ba su suka fi rinjaye, saboda haka sai shugaba Ibrahim Badamasi Babangida ya janye maganar",governance_civic,Political discourse,public_interest,,safe,FALSE,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cm2yervn196o,2026-01-25T09:07:36.297Z,"Ta yi amfani da wasu na'urori wajen naɗar yadda zuciya ke bugawa, wanda zai ba mu damar sanin yadda sassan jikinmu ke aiki.",media_and_online,news_reporting,public_interest,,safe,true,,fe76c249-8b98-49f8-8793-8fe3f6afdf2f,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Bari mu ɗan gutsuro kaɗan daga ciki,culture_and_religion,request for rest,public_interest,,safe,FALSE,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.913Z,Ƴan sanda sun ce mutane 6 ne suka mutu ranar Juma'a a wani sabon hari da aka kai kusa da ƙauyen Wawa da ke jihar Neja da ke yankin a arewa ta tsakiyar Najeriya.,media_and_online,news_reporting,public_interest,,safe,true,,187b7d31-0377-4ee2-adc3-0ef889380f60,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Tarihin Jahar Kaduna Gabatarwa Zagayen wani kogi da ake kira Kadduna, akwai wasu ƙauyuka da mutane ke zaune warwatse a gurin",culture_and_religion,History of Kaduna State,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Mista Achema ya shawarci waɗanda suka nemi aikin da su ziyarci shafin hukumar na intanet www,media_and_online,internet service,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.905Z,Wasu Musulmai tsiraru mabiya wata ɗariƙa a Afghanistan sun ce suna fuskantar matsin lamba daga jami'an Taliban kan sauya aƙidarsu.,media_and_online,news_reporting,public_interest,,safe,true,,c5910a35-107e-45df-b5f3-4237a68fde8f,Collected from BBC Hausa
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.900Z,"Masu bin shafin namu, nan muka kawo ƙarshen labarai da rahotonin.",media_and_online,news_reporting,public_interest,,safe,true,,2c85e4ed-ae19-442c-aab0-ca3c97219d70,Collected from BBC Hausa
Hausa,latin,Nigeria,Kano,web_public,www.bbc.com/hausa,2026-02-19,Saboda haka sai Jazzy da surukar Zahra suka yi ƙaryar an yi garkuwa da ita surukar saboda kawai su sami kuɗi a wajen Yusuf da Zahra da kuma wan Yusuf (attajiri) wanda a farko ya ƙi taimakonsu saboda rikicin cikin gida,livelihoods_and_work,Deception and financial gain,misinformation,ethnicity,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ƙasashen da aka fara allurar:SaudiyyaKuwait Qatar Amurka FaransaJamus Burtaniya Costa Rica Chile Ajantina Rasha Canada Serbia SlovakisaSwitzerland Ƙasar Haɗaɗɗiyar Daular Larabawa UAEBelarusSpaniya Romaniya Poland Oman MexicoMalta ItaliyaIsra'ila Hungary Girka DenmarkCyprus Czech RepublicCrotia Belgium,culture_and_religion,List of countries,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Zamfara,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Daga Nasiru Sani Gusau, Jihar Zamfara",culture_and_religion,location,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c368rn00zxgt,2026-01-25T09:07:34.079Z,Masu bibiyar shafin BBC Hausa kai-tsaye barkanmu da safiyar wannan rana ta Lahadi.,media_and_online,news_reporting,public_interest,,safe,true,,6f3b38d7-d92d-4bf9-8fdc-a15e2edb0368,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Idan kuma muka zarce muka kalli aikin gayya, za mu ga cewa, salon aiki ne da ‘yan’uwa da abokan arziƙi ke haɗuwa su taya mutum aiki a gida ko a gona ba tare da ya biya kuɗi ba",livelihoods_and_work,work and family support,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ike-Ene ya shaida wa Punch cewa yana da kyau matuƙa a fahimci yanayin hauhawar cutar a yayin da makarantu suke jiran ranar 18 ga watan Janairun,health,COVID-19 in schools,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04,Amma a kimiyyance babu wasu abubuwa da ake iya tantance ingancin tabbacin wannan alaka,education,Science and technology,specialized_advice,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cm2yervn196o,2026-01-25T09:07:36.294Z,"Yayin da muke ƙara tsufa, kukan da muke yi na alaƙa da irin tausayi da muke ji - ""ba wai kawai ga wahala da muke ciki ba, sai dai muna kuka ne kan irin wahalhalu da kuma raɗaɗi da sauran mutane ke ciki"".",media_and_online,news_reporting,public_interest,,safe,true,,2fbb0e0c-14de-48be-80cd-1eb027bde482,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Jukun Kuteb Yaƙuƙuwa Jukunawa wanda suka samo asali daga Kwararafa, mutane ne masu matuƙar jarumtaka wajen yaƙi, a binciken da muka gudanar, mun ci karo da cewa, Jukunawa sun yi galaba a yaƙin da suka gwambza da manyan daulolin ƙasar Hausa waɗanda suka haɗa da Kano, Katsina, da kuma Zazzau (Northern Nigerian Publishing Company, 1970; Wikipedia, 2016)",culture_and_religion,Jukunawa ethnic group,public_interest,tribe,sensitive,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04,- Shinfida,household_and_care,noun,public_interest,,safe,false,,,
