language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"A bayyane yake cewa akwai matasanmu da yawa a Dandalin Facebook; tsakanin 'yan mata da samari, da tsofaffi da zawarawa, da gwagware da tuzurai, duk sun yi rajista kuma suna sada zumunci iya gwargwado",media_and_online,social media usage,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c62nnpd268qo,2026-01-25T09:07:36.607Z,"A cikin wannan ƙaramar bincike da Jami'ar jihar Ohio ta gudanar, an tambayi mata 214 yadda suke aske gashin al'aurarsu, sannan aka gwada su don ganin ko suna da STIs.",media_and_online,news_reporting,public_interest,,safe,true,,9517da4e-2ae2-4dd7-97e8-2ce0bc77e663,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ta ƙara da cewa an ƙwace bindiga ƙirar Kalashnikov guda biyu da harsasai daga hannunsuGwamnati ta ƙaddamar da shirin ne domin zaƙulo tare da kawar da 'yan bindiga daga yankin Tipaza,governance_civic,Confiscation of Kalashnikov rifles,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Ba ta yi fice ba ne har sai lokacin da guntayen bidiyoyin wasu matan aure suna rawar waƙar a gaban mazajensu a falukan gidajensu cikin shauƙin ƙauna, suka fara yawo a soshiyal midiya da wayoyin mutane",media_and_online,social media and married women,stereotypes,gender,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,da Imbrenda J,culture_and_religion,personal name,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Junaid na isa ya tarda El-Ameen na clinic, bae so hkn ba amma bbu ynda ya iya hka ya nufi Babban asibitin Dad din El-Ameen din, don shima kwararren likita ne da yyi fice a Nigeria, da yake Nurses din sun san tsakanin Junaid da El-Ameen, bbu wanda ya dakatar da shi xuwa office din El-Ameen din, murda kofar yyi ya shiga babban office din, El-Ameen dake xaune yana dube duben files sanye da farin glass a idonsa ya dago yana kallon Junaid, ajiye pen din hannunsa yyi ya rike ha6a yace ""Kan ka daya kuwa captain?"" Dariya junaid yyi ya xauna kan table din office din yace ""Kai da ban yi hka ba da Mumy bata bari na xo ba yanxu ai"" El-Ameen ya girgixa kai yace ""Mummy's boy, na ga randa xaka girma ka samu freedom din kanka"" murmushi yyi yana shafa kansa yace ""Uhm am 30 ynxu kace ban girma ba, ae kila har in mutu baxan samu wannan freedom din gun momma na ba"" El-Ameen yyi dariya yace ""Idan kayi aure xa ka samu"" murmushi Junaid yyi yace ""Aure kuma"" kallonsa El- Ameen yyi ya cire glass din idonsa yace ""Amma ba ka jin ddi koh, you look weary?"" Junaid ya lumshe ido ya bude da damuwa yace ""Kinda frnd!",health,Visiting clinic,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Umdatul Ibaad,culture_and_religion,Religious text,specialized_advice,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Baxa ki gaya min wacece ita ba?"" Fixge hannunta tayi tace ""Mutum ce kuma ai ka gane ma idonka"" yace ""Koh?",culture_and_religion,conversation between two people,stereotypes,gender,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Da waɗannan jama’a Allah ya buɗe kiran Shehu,culture_and_religion,Invocation of divine intervention,public_interest,,safe,FALSE,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cwy884zd9nxo,2026-01-25T09:07:35.547Z,''Ganin ya ma fi ƙuru-ƙuru idan sun rufe idanunsu''.,media_and_online,news_reporting,public_interest,,safe,true,,48df5e8a-41ee-4448-8260-19c8ed92fa67,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Saboda haka sai ya tsige Kosoko mai ra’ayin a cigaba da cinikin bayi, ya kuma ɗora hamɓararren sarki mai ra’ayin dakatar da cinikin bayi Akintoye",governance_civic,Political history,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04,"Wannan sabon tsari da Kary Banks ya hankado shi ake kira ""Polymerase Chain Reaction",health,polymerase chain reaction,specialized_advice,,safe,false,,,
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/23_chops/status/2016613399983984900,2026-01-28,[USER] A ci dadi lafiya,health,health and well-being,public_interest,,safe,true,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"jay ina tsarabar mu"" mikewa yyi ya nufi dinning yace ""Aiki na tafi ba holiday ba ai"" abinci kusan kala uku ya tarar dining din, farfesun naman rago ya soma diba yana ci",livelihoods_and_work,dining and work,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Getty ImagesCopyright: Getty ImagesTarayyar Turai ta dakatar da kasafin kudin taimakon da take bai wa Habasha wanda yakai yuro miliyan 88 kwatankwacin dala miliyan 107, har sai an kyale kungiyoyin bayar da agaji sun shiga da kayan agaji ga mutanen da suka makale a yankin Tigray sakamakon rikici",governance_civic,Humanitarian aid to Ethiopia,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c62v7mx80g5o,2026-01-25T09:07:36.976Z,"Ana tunanin gwamnan zai tafi da manyan jiga-jigan gwamnatin, waɗanda su ma ƙusoshi ne a tafiyar Kwankwasiyyar.",media_and_online,news_reporting,public_interest,,safe,true,,0f584378-b941-4a76-a5fa-9e4aff2f70c2,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A rubuce, wannan tsari zai bai wa mutane irin su Pezeshkian ƙarin faɗa a ji, fiye da a baya lokacin da mutum ɗaya ke da wuƙa da nama.",culture_and_religion,writing style,specialized_advice,,safe,false,,,
