language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Rimi Ishaya Shekari Sani Bello Audu Baƙo Latsa madannin ""Like"" ka nuna goyon baya ko kuma ""Share"" ka yaɗa shafin",media_and_online,Social media engagement,public_interest,,safe,FALSE,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c8013e018j9o,2026-01-25T09:07:35.197Z,"An matsar da iyakar da kusan mita 295, ƙwatanƙwacin ƙafa 968 zuwa cikin Gaza.",media_and_online,news_reporting,public_interest,,safe,true,,c9d4351f-a8a9-42f3-937b-49e01b6f1451,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,Sakamakon haka jama'a suka far masu da duka har suka kashe su kuma suka kone gawarsu,culture_and_religion,violence and destruction,hate_or_insult,ethnicity,sensitive,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"ng Gabatarwa Farfesa Abdallah Uba Adamu, Gangaran ka fi gwani!",culture_and_religion,Praise and flattery,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"An ta yada hotuna da bidiyo da dama tare da wannan maudu'in, sannan an yi ta kira ga gwamnatin Najeriya da jami'an tsaronta bisa abin da wasu suka ce 'laifukan tauye hakkin bil'adama'",media_and_online,Sharing content online,misinformation,ethnicity,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"A zahirance kuma sarki ne shugabanta, saboda shi yake aiwatar da umarnin rasdan",governance_civic,Hausa governance,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Iya karshen wauta da katobara da ganganci kenan,culture_and_religion,"Foolishness, greed, and deception",stereotypes,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.146Z,"Bayan da tankiya ta ɓarke tsakanin Washington da Tehran sakamakon ƙazamin murkushe masu zanga-zanga da gwamnatin Iran ta yi, Saudi Arabia da Qatar da Oman, sun ƙaddamar da wani gagarumin yunƙuri na hana shugaban Amurka Donald Trump kai wa Iran hari, saboda fargabar cewa irin wannan matakin zai haifar da ""mummunan martani a yankin"", kamar yadda wani babban jami'in Saudiyya ya shaida wa AFP.",media_and_online,news_reporting,public_interest,,safe,true,,30c8f884-6cd8-4820-8752-6d5685150e5b,Collected from BBC Hausa
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Karfe goma saura Junaid ya shirya yayi ma Mumy sallama ya fita, Mumy dai jin sa kawai take da yace ranan xai kawo mata surkarta, yana fita gidan Hajjo ta diro da 'yar Jakarta babu notice",household_and_care,Daily activities and interactions,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,- akalla ku matsa nesa da su ta yadda tazarar da ke tsakanin ku za ta kai kafa uku,culture_and_religion,social distance,public_interest,,safe,false,,,
