language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Unknown,web_public,https://www.bbc.com/hausa,2026-03-13,(Football Insider),media_and_online,football,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c62v7mx80g5o,2026-01-25T09:07:36.979Z,"""A halin yanzu Kwankwasiyya da ma jam'iyyar NNPP a gwamnatance ta rasa jiha guda ɗaya da take tunƙaho da ita,"" in ji shi a lokacin da yake nuna irin giɓin da tafiyar ta samu.",media_and_online,news_reporting,public_interest,,safe,true,,e82a577f-0f6f-434a-b882-686b883dde16,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04,"Tsira da amincin Allah su kara tabbata ga Annabimmu Annabi Muhammad, da iyalanshi da sahabbanshi baki daya",culture_and_religion,Islamic prayer,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ko yaushe a faɗin duniya akwai gasa da ake yi wadda ake kira 'gasar haƙa' don lashe damar ƙara 'block' ga 'blockchain' wato jerin ko tarin 'blocks',media_and_online,cryptocurrency and blockchain,specialized_advice,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Mataimakin gwamnan jihar, Kelechi Igwe da sauran mambobin majalisar dokokin jihar sun bukaci Umahi da ya kaddamar da kudirinsa na takarar shugaban kasa",governance_civic,Hausa state government,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Borno,web_public,www.bbc.com/hausa,2026-02-19,Rasuwar Shehun na Dikwa na zuwa ne yayin da ake bikin ba sabon sarkin Biu sanda Alhaji Mai Mustapha Umar Mustapha,culture_and_religion,Announcement of new Biu emir,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Shi ne mai bayar da aure a gidan sannan kuma shi ne mai karɓowa, shi ne mai sasanta tsakanin duk waɗanda suka samu saɓani a tsakani da sauransu",culture_and_religion,Marriage arrangement,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Duk motar da aka samu sai a mata kaca-kaca, a wuntsilar da ita; kanta a kasa kafafunta a sama",livelihoods_and_work,Car accident,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Abu na gaba da yaduwar wayoyin salula ta haifar a tsakanin al'umma shi ne abin yi,media_and_online,digital technology adoption,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Wannan kuskure ne,culture_and_religion,mistake or error,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kaduna,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Abin nufi a nan shi ne cewa wannan ruduna ta sojoji su ne mazauna Kaduna na farko,governance_civic,military presence in Kaduna,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Mambobi Daga wancan lokaci zuwa yau (1958 zuwa 15/01/2016), wannan tarayya ta Turai tana da mambobi 28 da kowacce ɗaya ta ke kamar a matsayin jaha (member state) da suka haɗa da: Ƙasa Babban birni Ƙasa Babban birni Austria Vienna Croatia Zagreb Belgium Brussels Cyprus Nicosia Bulgaria Sofia Czech Republic Prague Denmark Copenhagen Estonia Tallinn Finland Helsinki Germany Berlin France Paris Greece Athens Hungary Budapest Ireland Dublin Italy Rome Latvia Riga Lithuania Vilnius Luxembourg Luxembourg Malta Valletta Netherlands Amsterdam Poland Warsaw Portugal Lisbon Romania Bucharest Slovakia Bratislava Sloɓenia Ljubljana Spain Madrid Sweden Stock holm United Kingdom London Tsarin Gudanarwa Wannan Tarayya ta Turai tana da rassan gudanarwa ko hukumomi guda bakwai da kowace ɗaya na da nata aikin",governance_civic,European Union members,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Jukun People of the Kwarrarafa Kingdom the Warriors!,culture_and_religion,Jukun people,stereotypes,tribe,sensitive,FALSE,,,
Hausa,latin,Nigeria,,web_public,www.bbc.com/hausa,2026-02-19,"Kocin ya kara da cewa ""Abun takaici ne gare mu da shi kansa, saboda lamarin babu dadi",,,,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Alhaji Atiku Abubakar ya sake yin takarar shugabancin Najeriya a shekarar 2011 a ƙarƙashin tutar jama’iyyarsa ta asali, wato PDP, jama’iyyar da su suka kafa amma aka fattatke su daga cikinta",governance_civic,Atiku Abubakar's presidential candidacy,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Akwai sanayya da wayar salula ke samarwa ko yadawa a al'umma,livelihoods_and_work,technology and industry,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Sannan ga iyali, ga 'yan uwa, ga dawainiya da hakkokin zamantakewa da ke kaina",culture_and_religion,"family, kinship, and social relations",public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04,Siffar Ragon Ma'aikin Allah –tsira da amincin Allah su tabbata aga reshi,culture_and_religion,Islamic greetings,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Amma fa duk da haka, ko kuma na ce har yanzun, ba a rasa nagartattu kuma cikakkun Hausawa waɗanda ke riƙe da waccar tsohuwar kyakkyawar al’ada a birane da kuma karkarun Ƙasar Hausa a cikin Zamantakewarsu",culture_and_religion,Hausa culture and traditions,public_interest,,safe,FALSE,,,
