language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04,"Alkaluman da hukumar zabe ta wallafa a shafinta na internet na nunin har ya zuwa karfe daya na ranar Laraba, hukumar ta CENI ta kammala tantance sakamakon da suka shigo mata daga da’irori 69 cikin 266, abinda ke nunin dan takarar jam’iyya mai mulki Bazoum Mohamed ne ke kan gaba da kuri’u 293,739, sai Mahaman Ousman na jam’iyyar RDR Canji mai kuri’u 140,676",governance_civic,Election results,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c8013e018j9o,2026-01-25T09:07:35.199Z,"Kuma ta fahimci cewa fieye da rabinsu an matsar da su sosai zuwa cikin Zirin Gaza, fiye da yadda suke a baya a kan taswirar.",media_and_online,news_reporting,public_interest,,safe,true,,a885e389-d2a4-4c61-9a3c-9e97ea41f56a,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Werner ya fara ci wa Chelsea kwallo biyu a bana a gasar Premier League a wasan da kungiyar ta yi 3-3 da Southampton ranar 17 ga watan Oktoban 2020,livelihoods_and_work,Premier League soccer match,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Ashiru Nagoma: Mene ne ke damun tsohon darakta a Kannywood?14 Janairu 2021Asalin hoton, Aminu BarciTun bayan da hotunan wani tsohon darakta a masana'antar shirya fina-finan Hausa ta Kannywood Ashiru Nagoma suka bayyana da ke nuna shi cikin hali na fitar hayyaci, maganganu suka fara yaɗuwa a tsakanin al'umma kan ainihin abin da ke damunsa",media_and_online,Tsohon darakta a Kannywood,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"B'atan hanya kayi captain?"" Junaid yace ""No!"" Faisal yayi dariya yace ""A'a kae dai fadi gskya, ko wajen El-Ameen xaka yi ka mance ka yo nan"" Junaid yace ""What ever, Mama fa?"" Faisal yace ""Tana kano jiya ta tafi"" Junaid yace ""Allah dawo da ita lfya, kana ta shagalin ka da 'yan mata abin ka"" faisal yayi dariya ya dawo kusa da shi yace ""Kai aure ma ni xanyi fa yanxu"" junaid ya kallesa yace ""da gaske?"" Faisal yyi kwafa yace ""Stay there kai da El-Ameen kuna hauka sae kun ji ma an sa min rana soon"" murda kofar dakin aka yi duk suka juya suna kallon kofar El-Ameen ya shigo, faisal ya d'an bude ido yace ""Show!",culture_and_religion,conversation between friends,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Fulani Wangarawa, su suka kawo karatunAlƙur’ani Kanoa zamani sarkin Kano Ali Yaji (1349 – 1385)",culture_and_religion,Fulani Wangara and Kano history,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Ana sa ran cewa zuwa ƙarshen watan Janairu wannan riga-kafin zai isa ƙasar kuma kusan guda 100,000 za su fara isa a karon farko",livelihoods_and_work,clothing supply,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.937Z,Wata sanarwa da babban mai taimaka masa na musamman kan harkokin yaɗa labarai Stanley Nkwocha ya fitar ta ce mataimakin shugaban ƙasar ya isa filin jirgin saman Nnamdi Azikiwe ranar Asabar.,media_and_online,news_reporting,public_interest,,safe,true,,69ddec28-1611-44da-8d81-12bd3943097c,Collected from BBC Hausa
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/I_AM_YOGU/status/2016699660489150613,2026-01-29,[USER] bagiku ini kasar,household_and_care,personal opinion,stereotypes,,sensitive,true,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.915Z,Ƴan uwa da ƴa sa-kai da suka je neman mahaifin yaron su ma ƴan fashin sun kai musu hari.,media_and_online,news_reporting,public_interest,,safe,true,,f31bb617-623a-4230-9c0c-f9d2d593c9ae,Collected from BBC Hausa
