language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04,"(2) Game Jiki Da Ruwa: Ana so ka tabbatar ko ina a jikinka ya sami ruwa, kada ka manta da dukkan mahadar gaba",health,Staying hydrated,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Sanarwar da ta fitar bayan taron, ƙungiyar G7 ta ce: ""A shirye muke mu ɗauki dukkan matakan da suka wajaba domin wadata duniya da mai, ko da kuwa hakan zai kai ga taɓa ajiyar da aka yi domin shiryawa ɓacin rana.''",governance_civic,G7 statement on oil wealth,public_interest,,safe,false,,,
Hausa,latin,Nigeria,,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Misali, kace masa ""Sai an jima,"" ko ""Wassalaamu alaikum",,,,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Ya kamata ka san waye shi ko ita tukun, kafin a kai ga matsayin aminantaka",culture_and_religion,Importance of knowing identity,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.940Z,"A cewar mataimakin shugaban ƙasar, wannan tafiya ta nuna yadda gwamnatin Najeriya ta ƙara ƙaimi wurin tabbatar da haɗin kan yankin yammacin Afirka da kuma ƙudurin da ta ɗauka na sake farfado da tattalin arzikin ƙasa ƙarƙashin shugaba Tinubu.",media_and_online,news_reporting,public_interest,,safe,true,,1c24fddd-9506-444a-a896-5b0af546b5d9,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04,Ba'a yiwa gwamnoni ba,governance_civic,refusal or denial,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"""Sun dauki darasi daga abubuwan da aka samu kuskure a cikinsu lokacin gwamnati Obama a Gabas ta Tsakiya,"" in ji Kim Ghattas, jami'a a cibiyar kula da harkokin kasashen waje ta Carnegie Endowment for International Peace, kuma marubuciyar littafin ""Black Wave"" wanda ta yi kan rikicin Saudiyya da Iran a yankin Gabas ta Tsakiya",governance_civic,Obama administration mistakes,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Da zarar an zabi Manual, nan take wayar za ta kama nemo yanayin sadarwa kai tsaye, sai ta samu",livelihoods_and_work,mobile phone usage,public_interest,,safe,false,,,
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/xamaneee/status/2016482805237092829,2026-01-28,"Har yanzu banyi register ba Amma ka jira lokaci zaka Sha mamaki, cin Zabe Kuma wannan daga Allah ne, Amma kaje ka tambayi duk wanda ka sani a Tudun Wada irin role din da nayi playing da bazaka fadi haka ba, tun daga farkon zaben har aka Kai karshe, ita nasara Allah ke badawa. [URL]",governance_civic,Upcoming election,public_interest,,safe,true,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Gogayyar Aiki Bayan dawowarsa gida Najeriya, Dr",livelihoods_and_work,Work activity after returning home,public_interest,,safe,FALSE,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.958Z,Malami ya ƙara jaddada aniyarsa na kare kansa a gaban kotu.,media_and_online,news_reporting,public_interest,,safe,true,,d8f83ec9-4c61-4e58-8d15-ba7dd9b0fdf5,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,A wannan lokacin ta kai ziyara ne Najeriya ranar 3 ga Fabrairun 1956,culture_and_religion,visit to Nigeria,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Al’adu Daga cikin manya-manyan al’adun Jukunawa, akwai al’ada mai suna Ukenho, wacce ake gudanar da ita a ƙarshen shekara",culture_and_religion,Ukenho cultural tradition,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Kamfanonin Ukraine masu ƙera makaman kakkaɓo jirage marasa matuƙa sun shaida wa BBC cewa wakilan ƙasashen Gabas ta Tsakiya sun tuntuɓe su game da sayen makaman.,governance_civic,arms trade between Ukraine and Middle East,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c368rn00zxgt,2026-01-25T09:06:09.628Z,"Ma’aikatar tsaron cikin gida (DHS) ta ce jami’an sun yi harbi ne domin kariyar kai bayan Pretti, wanda suka ce yana da riƙe da bindiga, ya bijirewa yunƙurinsu na ƙwace masa makamai.",media_and_online,news_reporting,public_interest,,safe,true,,4bfc8f8c-c57d-409e-9a36-d258aa115e2c,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"""Mu kan bar gida da wurwuri amma duk da haka mu kan isa wuraren aiki a makare, hakan bai yi daidai ba,'' in ji Bolaji, wata 'yar kasuwa da ke zaune a tsakiyar birnin ta shaida wa BBC yayin da take jiran motar haya",livelihoods_and_work,Leaving home for work,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Ya san cewa duk wani kalubale da harkar kasuwancinsa ya shawo kanta, to za ta taimaka wa kowane mutumin da ya samu kansa tattare da irin wannan kalubalen da ya ke ta kokarin shawo kansa - haka dai lamarin zai ci gaba har abada",livelihoods_and_work,business and entrepreneurship,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Inda ya halarci ajujuwan karatun manya na la’asar (Shahuci Evening School), a makarantar Shahuci, Kano, daga shekarar 1941 zuwa 1946",education,Hausa evening school,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://nuriddeen.blogspot.com/,2026-03-06,[16] ABU NA GOMA SHA SHIDA; Akwai dakin daukan sauti wato ‘studio’ kuma wannan daki cika yake da kayan kide-kide na gargajiya kuma kana iya ganin abubuwan da ke cikin dakin don kana iya kallon abubuwan da ke cikin dakin daga waje sabada ginin gillas aka yi wad akin,media_and_online,Studio recording equipment,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Idan kana da kwarin guiwa, to sai ka zabura wajen kai wa ga gacin samun nasarar karin ci gaba, kuma lamarin ya ki aiki, tabbas za a koreka (daga aiki), a cewarsa",livelihoods_and_work,Achieving success,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.911Z,"Muhammad Bello Butu Butu, da shugaban masu rinjaye, Hon.",media_and_online,news_reporting,public_interest,,safe,true,,412079c0-97fb-4438-bcf0-c24340d53b5d,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"(Mail)Babban LabariPantami ya ce dole a yi wa jami'an diflomasiyya NINSa'o'i 2 da suka wuceYadda aka saki 'yan kasuwar Kantin Kwari bayan biyan kuɗin fansaSa'o'i 5 da suka wuceBiden zai soke dokar hana wasu ƙasashen musulmai shiga Amurka17 Janairu 2021Minti Daya Da BBC1:07Saurari, Minti Daya da BBC Safe 15/01/2021, Tsawon lokaci 1,07Minti Ɗaya da BBC na Safiyar 15/01/2021, wanda nabela Mukhtar Uba da Sani Aliyu su ka karanto",governance_civic,Diplomatic IDs and Kwari Market,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c2lgrqxylzjo,2026-01-25T09:07:34.393Z,"Bournemouth na dab da kammala yarjejeniya kan karɓo aron golan Lazio da Girka Christos Mandas, mai shekara 24.",media_and_online,news_reporting,public_interest,,safe,true,,04c97d19-a7bb-4958-a030-1fb2e900d5cd,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04,"Shi lafazin ASSALATU ba fadin shi ne yake sa wa adaina cin abin ci ba, fitowar alfijir ita take tasa a daina cin abin ci, saboda haka sai ka tsaya ka natsu ka ga wane ladani za ka yi aiki da kiransa, domin akwai dubban matsaloli a wannan bangaren, wani ladanin fa sai wani masallacin ya fara sallah sannan shi zai kira, tirkashi!",culture_and_religion,Islamic prayer and fasting,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Haɓaka da Girman Jahar Kano Asali, wannan jaha ta ɗora ne daga abin da ta gada na gudanarwa daga Hukumar Gargajiya (Native Authority), wacce ke da yankuna guda huɗu ƙarƙashin masarautun Kano, Haɗeja, Gumel da Kazaure, ba tare da ragi ko ƙari ba",governance_civic,Hausa traditional administration,public_interest,,safe,FALSE,,,
