language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Haka kwamfuta ita ma, muddin kana yawan kashewa ba tare da ka rufe masarrafan da ke bude ba, nan take suna iya samun matsala, kuma nan gaba idan ka tashi amfani da su za ka fahimci hakan",household_and_care,Efficient use of electricity,specialized_advice,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Wani Abin Lura,culture_and_religion,something to pay attention to,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c368rn00zxgt,2026-01-25T09:07:34.066Z,"Kwamitin da shugaba Samia Suluhu ta kafa, na gudanar da bincike a kan rikicin da nufin gano musabbabin sa da kuma ba da shawarar hanyoyin da za a bi wajen samar da sulhu a ƙasar.",media_and_online,news_reporting,public_interest,,safe,true,,53c5f713-ec56-4a7a-824c-4e9023225378,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Don kariya daga rasa dukkan bayanan da ka taskance sanadiyyar matsalolin da ka iya samun wayarka ba da sani ko so ba, yana da kyau kayi tanadi",governance_civic,Advice on privacy,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,www.bbc.com/hausa,2026-02-19,"Ina aji huɗu na sakandire na haɗu da Usman, matashin ɗan kasuwa mai cike da gata, soyayyar da yake nuna min da gatan da ya ɗaura ni a kai ya sanya da ƙyar na iya kammala sakandire, don lokacin ji nake kamar na ɗauki kaina na kai ɗakinsa",livelihoods_and_work,Romantic interaction,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cwy884zd9nxo,2026-01-25T09:07:35.544Z,Yanzu za ku iya samun labaran BBC Hausa kai-tsaye a wayoyinku.,media_and_online,news_reporting,public_interest,,safe,true,,db9da11c-ab5a-453c-937a-5303d8135173,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Kuma muna daukar ma'aikata,livelihoods_and_work,employment,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Tsarin zaman Bahaushe, cike yake da jagoranci da taimakon juna tun daga gida har zuwa kan sarki",culture_and_religion,Hausa social system,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Na farko shi ne na kai tsaye, wanda wayar da kanta take kokarin nemo yanayin sadarwar, don tabbatar da mai waya ya samu damar aiwatar da kira da amsa kira ko aika sakon tes ko aiwatar da duk wani abin da ke ta'allake da yanayin sadarwar kamfanin wayar",livelihoods_and_work,Mobile phone usage,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.929Z,A baya dai ma'aikatar tsaron Amurka ta bayyana barazanar da ake fuskanta daga ƙasar China a matsayin babban abin da aka fi mayar da hankali a kai.,media_and_online,news_reporting,public_interest,,safe,true,,814d72f5-964c-450a-be68-9615f2417f19,Collected from BBC Hausa
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c8013e018j9o,2026-01-25T09:07:35.206Z,"Farfesa, Andreas Krieg masanin tsaro a yankin Gabas ta Tsakiya daga Jami'ar King College da ke Landan ya yi kira matsar da iyakar da ''aikin kanikancin iyaka''.",media_and_online,news_reporting,public_interest,,safe,true,,1b38701b-7f11-41b2-bbfd-4c04e01113d5,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04,"Aliyu Muhammad Sadisu, Minna Jahar Neja, Nijeriya",culture_and_religion,Location and name,public_interest,,safe,false,,,
