language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,Kungiyar matasan Tiv sun zargi limamin da kira ga tunkudar da shugaban kasar sannan suka bukaci hukumomin tsaro su binciki malamin,governance_civic,Tiv youth group accusations,public_interest,tribe,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Ya kuma bayyana shi a matsayin wanda ya bayar da gudunmawa wurin ci gaban Dimokraɗiyya, musamman a matsayinsa na ɗan jam'iyyar NADECO a 1993",governance_civic,Political participation,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,An gano cewa wasu 'yan majalisar da suka assasa gayyatar shugaban kasa Muhammadu Buhari sun bai wa fadar shugaban kasan hakuri,governance_civic,Political news,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Gare su, duk wani neman afuwa ga ƙasashen waje, tamkar miƙa wuya ne a wannan yanayi.",culture_and_religion,Seeking forgiveness abroad,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"A karshe dai, ana shiga shekarar 2007, sai aka kirkiro akwatin talabijin mai dauke da wannan fasaha",media_and_online,Television,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:07:34.853Z,"Jami'in na Saudiyya ya ce ƙasashen yankin Gulf guda uku sun gudanar da ƙasurgumin aikin diflomasiyya domin shawo kan shugaban Amurka ya bai wa shugabannin Iran damar nuna nadama, kuma har yanzu hanyoyin sadarwa a buɗe suke domin ƙarfafa amincewar juna.",media_and_online,news_reporting,public_interest,,safe,true,,957f4107-0688-4f83-9130-1aae215ceef4,Collected from BBC Hausa
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.153Z,"Ƙasashen yankin tekun Fasha na da gagarumin ƙarfin tattalin arziki da kuma zuba jari mai yawa a ƙasar Amurka, yayin da a sa'i daya kuma suna daidaita hulɗar da ke tsakaninsu da sauran manyan ƙasashen duniya ciki har da ƙasar China.",media_and_online,news_reporting,public_interest,,safe,true,,21855f1e-2e22-410a-acb3-4f4298f0a757,Collected from BBC Hausa
Hausa,latin,Nigeria,Owerri,web_public,www.bbc.com/hausa,2026-02-19,"Mutanen sun yi awon gaba da malamin cocin ne ranar Lahadi a garin Owerri tare da direbansa, kamar yadda kamfanin dillancin labaran Najeriya NAN ya ruwaito",culture_and_religion,Protest against teacher,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Idan waɗannan hare-hare suka ci gaba, zai ɗora ayar tambaya kan ko akwai matsalar shugabanci a ƙasar ta Iran.",governance_civic,politics and governance,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Abin da ya bai wa garin cikakkiyar damar taka muhimmiyar rawa a fannin kasuwanci tun shekaru sama da ɗari shida da suka shuɗe a faɗin duniya,livelihoods_and_work,Importance of commerce,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Kano,web_public,www.bbc.com/hausa,2026-02-19,"Asalin hoton, TwitterBayanan hoto, Yadda mutane suka yi dafifi a bakin ofishin hukumar NIMC a Legas a watan Disamban 2020Hukumar dai ta ƙara yin kira ga ƴan Najeriyar da kada su yi ƙasa a gwiwa wajen bayar da tasu gudumawar, ganin cewa aikin rijistar ɗan kasar ya gudana cikin nasara ta hanyar kwarmata bayanai kan duk wanda ya nemi su bayar da cin hanci kafin a yi musu rijistar a cibiyoyi daban-daban a fadin kasar",governance_civic,NIMC office activities,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.147Z,"Jami'in na Saudiyya ya ce ƙasashen yankin Gulf guda uku sun gudanar da ƙasurgumin aikin diflomasiyya domin shawo kan shugaban Amurka ya bai wa shugabannin Iran damar nuna nadama, kuma har yanzu hanyoyin sadarwa a buɗe suke domin ƙarfafa amincewar juna.",media_and_online,news_reporting,public_interest,,safe,true,,d09feee5-0d95-47df-97fd-b50104fc349a,Collected from BBC Hausa
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/hunterthebbc/status/2016702318775874012,2026-01-29,[USER] [USER] عقبال امك واختك لما ينولوا شرف رزعي,culture_and_religion,Blessing for mother and sister,public_interest,,safe,true,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,How Europe Under Developed Africa,governance_civic,Europe's development impact,public_interest,,safe,FALSE,,,
