language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Rayuwar fulani makiyaya a kudancin NajeriyaFulani: Ana siyasantar da lamarinmu a Najeriya'Babban sufeton ƴan sanda ya ce a kamo mutumin da ke farautar Fulani a OyoAsalin hoton, Reuters'Kowa ta kansa ya ke a wannan lokaci na firgici'Bayanai daga garin Igaga sun ce Fulani makiyaya sun tsere daga wuraren da suke zaune, kuma sun sami mafaka a cikin jeji",livelihoods_and_work,Fulani herders in northern Nigeria,public_interest,ethnicity,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Wannan baiwar Allah ta buɗi ido a cikin Jihadi,culture_and_religion,religious experience,public_interest,religion,sensitive,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Har bacci ya fara daukansa yaji ana buga kujerar da yake kwance kai, ya bude ido da sauri ya ga Humainah tsaye kansa, mikewa xaune yayi, ta rufe bakinta da hannu tana 'yar dariya tace ""Dama haka kake bacci baki bude"" shafa kansa yayi yyi saurin fixgota ya xaunar da ita kasa, kara tayi tana kiran Hajja, ya hade rai yace ""me ya shigo da ke Palo na?"" A rikice tace ""wllh Abba ne yace in kira ka"" yace ""A bude kika ga baki na?"" Da sauri tace ""A'a wasa nake"" daga hannu yayi kamar xae kai mata duka ta boye fuskarta tana kiran Hajja, ya saketa yace ""Ashe fitsarar ta karya kike yi"" shiru tayi bata ce komae ba, ya mike ya nufi kofa, ta bi sa da harara, yana fita ta sa dariya, mikewa tayi tana kare ma palon kallo ko ina tsaf kamar na mace ga kamshi ya kama palon sosai, bedroom dinsa ta nufa, nan ma very neat ta rike kugu tana bin ko ina da kallo ganin how over tidy it is ga kamshi me ddi dake tashi, ta nufi gaban madubi tana kallon turarruka masu tsadan gaske dake jere gaban mirrorn, daukansu ta shiga yi da daddaya tana fesawa don jin irin kamshin su, kala biyu ta dauka ta fito daga dakin da sauri ta fita daga palon ta ja masa kofa, part din Hajja tayi da saurinta",household_and_care,sleeping and conversation,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Amma idan a cikin mafarkin aka ce wai wanda aka gani a matsayin Manzon Allah yace a yi wasu abubuwa wadanda suka saba wa shari'a, to a nan ba za a yi ba",culture_and_religion,Religious practices,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,4 Janairu 2021Wanda aka fi karantawa1Sharuɗɗan da Gwamnatin Najeriya ta saka wa ofisoshi da wuraren kasuwanci2Abin da ya sa Pantami ya dakatar da wasu ma'aikatan NIMC3Abin da ya sa na shiga daji yin wa'azi – Sheikh Gumi4Ƙarin mutum fiye da 600 sun kamu da korona a Legas5Chelsea ta kasa doke manyan kungiyoyin Premier duk da cefane mai tsada a bana,media_and_online,Hausa news and events,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"A takaice ma dai, said a Yuri Gagarin ya rasa rayuwarsa a shawagin da yaje da wani jirgi da dadewa kafin Neil yayi nasa tafiyar",culture_and_religion,Yuri Gagarin's death,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"""Ya ce sun fara wannan aiki ne da haɗin gwiwar sauran hukumomin tsaro bayan zanga-zangar EndSars kuma hakan ya sa sun samu nasarar kama mutum 15 da suka aikata fashi a jihar Ondo cikin wata ɗaya",governance_civic,EndSars protest and security,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:07:34.855Z,"Wannan damuwar ta samo asali ne daga kusancin da suke da ƙasar Iran, wanda duk da kasancewarta makwabciya ƙasashen yankin Tekun Fasha, dangantaka tsakaninsu ta na tangal-tangal tsakanin takun saƙa zuwa samun cikakkiyar fahimta zauwa yankewar zamantakewa baki ɗaya.",media_and_online,news_reporting,public_interest,,safe,true,,d3dafb83-ded7-478d-b002-9e6be025574e,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Tun daga wannan lokacin aka canja matsayin jami’in Ingila daga Consul zuwa gwamna, Preye (2006)",governance_civic,Administrative change,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Shugaban mai shekara 76 yana fuskantar 'yan takara 10, amma fafatawar ta fi zafi tsakaninsa da Robert Kyagulanyi, wanda aka fi sani da Bobi Wine, mai shekara 38 a duniya",governance_civic,presidential election candidates,public_interest,age,safe,false,,,
