language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"A daya bangaren kuma, ko da babbar kyamara ce aka yi amfani da ita wajen dauka, idan wayar mai karban sakon karama ce, mai karamar fuska, hoton ba zai bayyana rangadau ba",media_and_online,Photography and image quality,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Jasmine na haurawa sama ta bude kofar dakin Junaid ta shiga, xaune yake yana game da laptop, ya daga kai yana kallonta har ta karaso ta xauna kasa tana kallon game din tace ""Irin na Saif"" son din Dr Sumayya, jin Junaid bai ce komai ba ta daga kai tana kallonsa suka hada ido, sunkuyar da kai tayi, yace ""Idan xaki shiga daki ki fara yin sallamah a amsa maki sannan ki shigo kin ji"" dago kai tayi tana kallonsa da ganinta kasan bata gane abinda yake nufi ba, ya lumshe ido ya mike ya isa kusa da kofa ta bi sa da kallo, yana rike da kofar yace ""before coming in, sai kin fara cewa Assalamu Alaikum, idan kika ji ance Wa'alaikis salam, sai ki shigo"" shiru tayi tana kallonsa still, ya dawo dakin ya xauna yace ""Say Assalamu alaikum!"" Sunkuyar da kai tayi a hankali ta fadi, yace ""Good, sai kinji ance maki wa'alaiki assalam sai ki shigo, tashi kije ki fadi in ji"" mikewa tayi ta koma gun kofar ta tsaya a hankali tayi sallaman, girgixa mata kai yayi yace ""No!",household_and_care,Relationship and interaction,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Wannan shi ne ƙoƙarin da Farfesa Abdallah Uba Adamu da ke Tsangayar Malanta ta Jami’ar Bayero ya yi a baya,education,academic achievement,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Mamallakin katafariyar matatar man fetur mafi girma a Afirkan a baya-bayan nan ya ƙulla yarjejeniyar dala miliyan 400 da wani kamfanin China domin ƙara yawan da matatar ke tacewa nan da 2029.,livelihoods_and_work,Oil refinery investment,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Yin haka ke da wuya sai ƴan sanda suka kama shi tare da wasu abokanan aikinsa ƴan Najeriya da ƴan wasu ƙasashen wanda tuni ƙasashensu suka mayar da su gida,governance_civic,police arrest individuals,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Da zarar an kashe, wannan yanayin lantarki ba ya gushewa, sai a hankali",governance_civic,Cautious response,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Bauchi,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"A can bauchi kuwa Zahrah duk ta daga ma mahaifanta hankali ita fa sai an kai ta gun dattijuwar matar nan duk inda take, da farko lallabata mai martaba ya dinga yi yace ta bari xa a nemo matar a kawo ta masarautan ganin ba hakura zata yi ba yasa yace a kira masa El-ameen",culture_and_religion,Zahrah's case with elders,public_interest,gender,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Wannan shirme ne,culture_and_religion,Mistake or error,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04,"Daga bayanan da suka gabata za mu fahimci lallai zuciya, wato wannan gudan tsoka da ke kirjinmu, tana da bubuwa da yawa da suka dabaibayeta, masu sa a ambace ta maimakon a ambace su",culture_and_religion,Emotions and introspection,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Ohk, na gode"" katse wayar yyi ya nufi asibiti gun El-Ameen sanin yana clinic, xaune ya samesa yana attending to wata patient, Junaid ya nufi bedroom dinsa da ke office din ya kwanta, bayan minti talatin El-Ameen ya shigo ya cire farin lab coat din jikinsa yace ""Uhnn!",health,Visiting a clinic,public_interest,,safe,false,,,
