language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Kaduna,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"A shekarar 1993 ya zama kwamandan bataliya ta 241 (Commanding Officer 241 Recce Battalion), ta Kaduna",livelihoods_and_work,military position,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Hanin da Saudiyyar da wasu kasashen suka kakaba wa Qatar ya yi ma tattalin arzikinta illa, har ma da ikirarin hadin kai da kasashen yankin Gulf suka dade suna yi",governance_civic,Qatar diplomatic crisis,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"""Ƙasashen IEA sun dakatar da ganganr mai fiye da biliyan biyu da miliyan dubu ɗari biyu, baya ga wata ganga miliyan 600 da gwamnatoci suka ajiye don ko ta kwana.'' in ji Birol.",governance_civic,Energy and economy,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Cameron Reily ya fara gyatta tufafinsa da dokin hawansa, don samun shiga, sai kawai ya ji an ce an cire sunansa nan take",livelihoods_and_work,Personal actions,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"1972 ya je Armoured School ta Amurka inda ya samu horon ‘Adɓanced Armoured Officer’s Course’, kwas ɗin da ya gama a ranar 8 ga watan Yuni na shekarar 1973",education,Military education,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"But kudin treatment din nawa fa?"" Junaid yace ""Thought sai ka gama xaka amshi kudi"" El-Ameen yyi murmushi yace ""Ohk let leave it then"" ?",health,medical treatment,public_interest,,safe,false,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.913Z,"Kawo yanzu dai gwamnan da ƴanmajalisar ba su bayyana jam'iyyar da zai shiga ba, amma dai ana hasashen ba zai wuce APC ba.",media_and_online,news_reporting,public_interest,,safe,true,,effeb73c-85b3-4d9d-8600-570908ae92e8,Collected from BBC Hausa
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Imam Saleh ke cewa mu kwana lafiya, daga nan sashen Hausa na BBC",culture_and_religion,Wellbeing message,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Muhammad Bello ya shaida wa BBC cewa yanzu matsalolin da suka kawo cikas ga gudanar da zabukan sun kau, kuma ''yanzu lokaci ya yi da za a mai da hankali ga wannan al'amari, in In sha Allahu za a yi zaben",governance_civic,Elections and politics,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"In kuwa haka ne, to dole a kullum a nemi hanyoyin gyara cikin tafiyar, tunda tafiya ce doguwa",livelihoods_and_work,finding solutions in life,public_interest,,safe,false,,,
