language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,id,notes
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,COM 0 Comments Wata ma'abociyar amfani da kafar sada zumuntar zamani mai suna Ngozi ta bar mutane da abun mamaki a labarin da ta bada,media_and_online,Online influencer,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Hakan kuma na samuwa ne musamman idan wayar na dauke da fasahar Wireless Application Protocol, wato WAP, wacce ita ce ka’idar da ke tsara sadarwa a tsakanin kwamfuta da wayar salula, ta hanyar wayar iska",technology,Wireless technology,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Ya zuwa makon da ya gabata, mun gabatar da kasidu guda 210 kan dukkan wadancan fannoni",education,Hausa language report,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Tun daga wannan rana, har zuwa yanzu nan (2017), Muhammadu Sanusi II, shi ne sarkin Kano",culture_and_religion,Sarkin Kano,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Sai kuma makarantar ƙasar Ingila inda ya halarci kwas ɗin ‘Young Officer’s Course’ a ‘Royal Armoured Centre’ wanda ya kammala a watan Afirilu na shekarar 1966,education,Military training in UK,public_interest,,safe,FALSE,,,
Hausa,latin,Nigeria,Standard,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Wani mugun kallon da yake mata yasa ta yin shiru ita ma ta hade rai, fatima kam dama bata dago kai ba, ya juya yana kallon Humainah yace ""Kika bude masu kofa without permission dina koh?"" Tabe baki tayi bata ce komai ba, kallonta ya tsaya yi na kusan second goma sannan ya juya yana kallon Jasmine da ta kasa cin indomien jin yana masifa, da ganinta kasan a tsorace take, tun kan yace komai muryarta na rawa tace ""Ina jin yunwa ne shine na gaya ma Anty ta ban indomie"" yace ""Tashi ki bar parlon nan"" mikewa tayi xata tafi sama ya dawo da ita yace ""Dauki abincin"" ta durkusa ta dauka ta wuce",household_and_care,Interpersonal conflict,hate_or_insult,gender,sensitive,false,,,
Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04,Inda al’ummazasu iya noma binda zasu ci kuma har su sayar a kasashen duniya,livelihoods_and_work,agriculture and trade,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"EFCC ta fusata 'yan Twitter kan holen mutanen da ake zargi da damfara12 Janairu 2021Asalin hoton, EBayanan hoto, An dade ana zargin cewar ana tafka almundahana a harkar man Najeriya inda kasar ta fi samun kudaden shigaHukumar EFCC da ke yaki da masu yi wa tattalin arzikin Najeriya ta'annati, ta gamu da fushin masu amfani da shafin Twitter bisa yin holen wasu mutane da ake zargi da yin damfara",governance_civic,EFCC and Twitter users,public_interest,,safe,false,,,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Wikipedia (2019),media_and_online,Wikipedia,public_interest,,safe,FALSE,,,
hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c98jg700y8et,2026-01-25T09:07:35.909Z,Ƴanmajalisar dokokin jihar Kano 22 daga cikin mambobin majalisar 40 sun bi sahun gwamnan jihar wajen ficewa daga jam'iyyar NNPP.,media_and_online,news_reporting,public_interest,,safe,true,,b6a5322a-fcbd-4b54-b713-c94492d20db7,Collected from BBC Hausa
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Sannan kuma ya auri Sa’adatu Ladi Yakubu a matsayin matarsa ta biyu a garin Kano,culture_and_religion,marriage,public_interest,,safe,FALSE,,,
